tau1,tau2,tau3,tau4,p1,p2,p3,p4,g1,g2,g3,g4,stab,stabf
6.551136029553816,9.784170129081096,6.233008303179802,6.672336991286386,0.6338842535156242,0.2720276557085559,-0.0371354175443348,1.6607976842627394,0.3340315301967177,0.458161668081353,0.9547815205035305,0.27363446775299954,0.012998582700079735,unstable
3.062973780756768,1.0703919468425456,5.367134833719689,8.35909941267153,0.8594355710640413,1.8499442688023535,0.19760282882614,-0.6689535794306423,0.11258128857964644,0.8162164099987359,0.512717694245327,0.8707770085119984,-0.01691246207170221,stable
0.8892484773938496,9.220108001955175,4.8610880002983325,1.1329863505912727,0.8329008494855366,1.0648206383259486,-0.6679260999110648,-1.5026226319777227,0.4749463047142684,0.7767305143268539,0.7058375859685939,0.4818531575507442,-0.021938260737205728,stable
0.6570125375210264,3.1553492654972537,8.756550211711275,1.949952725424905,-0.8800182058698884,1.3325290469720668,0.6815898814135464,1.1989204269039702,0.8097570437484031,0.0861616667115398,0.4503210201258943,0.18397476768388982,-0.021353910640962488,stable
8.226067272402588,1.2399274604408164,8.123587674771994,9.18393246835303,1.7902680943707212,0.2777393058074482,0.12591227376735992,0.7734788975760654,0.8668680018898897,0.775208604848656,0.8521968721884379,0.16729287157521072,0.0036259554374100857,unstable
9.171177984138357,6.434135168542335,4.800300159242345,9.295648175569907,-0.04554543800451594,0.4303311010034969,1.1828379338679058,-0.6794500758331203,0.7631116463521685,0.23361194046619238,0.7417380980869346,0.9759728762827826,0.01068098091279196,unstable
6.263039869788209,9.014246467456717,2.5813905910744195,3.9755521167611576,0.8407403197187433,0.5166508150474454,-1.9894371103922586,1.173587351663456,0.179110136065822,0.7848731065291218,0.21870727057291994,0.1541706334891751,-0.0020987331205839406,stable
7.430217329347985,3.9809491909286177,0.7844465197836394,6.275765336064062,0.7982557493263025,-0.9362502876784577,1.812809941564732,-1.826988970627148,0.14003314973435216,0.6012323593919532,0.8188436090222468,0.1270468522106772,-0.012257333911485391,stable
5.664437418921517,3.7928985367520847,3.8133801001206806,1.0622711284144994,1.6055879292105355,0.4960182777658595,1.7220748153517702,1.6715825966436335,0.19424283054962682,0.8044034471942069,0.35117864561571355,0.9637853744037883,-0.02573558352829472,stable
9.383188025983799,2.9925104625341934,7.890522326384146,6.009745995984748,0.497630673648656,1.896292444183488,-1.3706988843706824,0.44270844656393216,0.07285189839904052,0.4724966430254814,0.7991835538478506,0.9493998396287928,0.004220257352711386,unstable
8.250608764154556,3.456848290723185,1.268687553773054,1.6969830755554112,0.7354645316660737,1.1928474420665256,-1.6552658935639037,0.6150706486651956,0.894831185204223,0.5153193088769172,0.41069362819377625,0.2681176178457481,-0.023761989490087808,stable
0.5260157516164069,1.1415514807568385,7.97087353987291,5.123685141908347,-1.26345461567902,-0.5109588808567818,0.2464269197070017,1.7052561251199085,0.16825897446978783,0.14231882423723347,0.6812462007326544,0.9004770109317879,-0.022556190266471064,stable
8.64534062758191,5.300075243762487,2.2939655113534494,0.8421281692366367,-0.2660620620728755,0.9201892147160109,0.13248460224130376,1.5880723991526922,0.586149282733728,0.42732677024496274,0.4256349555371149,0.19547455588159401,-0.01546915394215079,stable
0.8190629654019114,3.744896766435807,9.09007721181877,7.746248987392152,0.8730713245865793,-0.8839683047513684,1.7218522383652575,1.3551590913458704,0.7144250857384222,0.5809366740583278,0.8348904773296502,0.6010533345868365,-0.010155813030944585,stable
7.431726741084469,2.0783518381726926,1.6705655872846785,4.173449366073077,-0.883494107338636,1.9505488385060525,1.1075476577312293,1.466275367750887,0.6085740699531768,0.21857634160310518,0.433208144825799,0.674824068952598,-0.021290679295136103,stable
2.168728395724311,7.362517174891607,3.555755584574823,9.338429644007938,-1.0774385733476461,-1.0931222879299543,-0.20559255904666518,1.043053800208296,0.17452612799798065,0.26467382215865315,0.9203252194518085,0.37960908041878005,-0.0026320942521394185,stable
8.700199762323923,8.985752816834168,3.5280836456104314,1.258079434319523,0.755337426102237,1.474085300866658,-0.6209588124465144,-0.5781317886310569,0.07440611535101636,0.05061273063304266,0.4002578934561985,0.40585929392897324,0.0015246089808739517,unstable
5.643881592366371,8.167966843041436,9.977663234836974,9.278338312050433,-1.7695044473736417,1.5374060645047711,0.2152611545621026,-0.247815282314384,0.8045841317819473,0.4976074981138724,0.5376575934092203,0.5073854913826015,0.02093345138229983,unstable
3.3472629601051556,1.7876921120689224,3.912503558681959,0.8059527939283322,1.2446998433374148,-1.2531081259603307,1.1658576238809775,0.4612216434144272,0.5336197655430996,0.09286822165513062,0.272867521621898,0.17565521098037584,-0.030741525037041598,stable
4.515528601377755,9.178630689788312,7.56745288857419,9.106302718441249,-1.7179840486083129,0.496500272078519,-1.2771679406540963,1.7199868848125233,0.46104315945530383,0.36662991194438665,0.3736299303166297,0.9351154334442203,0.015237695069651051,unstable
0.7690368758818982,4.383676591703012,3.770658231761149,6.669732085261716,-1.912875272131516,-1.1202682047493306,-0.5961514762795135,1.0375680977776334,0.5991417476062815,0.5386140046650146,0.9268632265923524,0.7200350229281829,-0.024940510547439718,stable
1.6806911267458575,9.188577582717247,4.860971245736325,6.141511903799051,0.3095856292646335,1.521543891708955,-0.41672534098380654,-1.631176509278998,0.6700041935622024,0.23991414832574254,0.12009910934443237,0.09592545011157244,-0.0009503348592235566,stable
