timestamp,sensor_id,zone_id,bus_id,voltage_pu,current_a,frequency_hz,load_mw,generation_mw,renewable_generation_mw,line_id,line_flow_mw,line_capacity_mw,temperature_c,humidity_percent,storage_soc_percent,fault_status,anomaly_label
2026-05-23T19:00:00+00:00,sensor-line-1-202605231900,zone-1,bus-1,1.0061,51.79,50.0061,5.649,5.249,0.402,line-1,2.838,22.0,24.94,55.21,61.53,normal,normal
2026-05-23T19:00:00+00:00,sensor-line-2-202605231900,zone-1,bus-2,1.0106,90.0,49.9622,6.244,0.365,0.365,line-2,5.301,24.0,24.94,55.21,61.53,normal,normal
2026-05-23T19:00:00+00:00,sensor-line-3-202605231900,zone-2,bus-3,1.0063,103.73,49.9639,7.314,0.84,0.84,line-3,5.836,26.0,24.94,55.21,61.53,normal,normal
2026-05-23T19:00:00+00:00,sensor-line-4-202605231900,zone-2,bus-4,1.005,95.41,49.981,7.384,0.466,0.466,line-4,5.415,28.0,24.94,55.21,61.53,normal,normal
2026-05-23T19:00:00+00:00,sensor-line-5-202605231900,zone-3,bus-5,1.0036,117.87,49.9969,8.533,0.485,0.485,line-5,7.014,30.0,24.94,55.21,61.53,normal,normal
2026-05-23T19:00:00+00:00,sensor-line-6-202605231900,zone-3,bus-6,1.0071,123.29,49.9844,8.383,1.098,1.098,line-6,7.025,32.0,24.94,55.21,61.53,normal,normal
2026-05-23T19:00:00+00:00,sensor-line-7-202605231900,zone-4,bus-7,1.0131,28.36,50.0014,4.371,4.247,0.445,line-7,1.841,24.0,24.94,55.21,61.53,normal,normal
2026-05-23T19:00:00+00:00,sensor-line-8-202605231900,zone-4,bus-8,1.0085,70.01,49.9922,5.181,0.416,0.416,line-8,4.066,27.0,24.94,55.21,61.53,normal,normal
2026-05-23T19:00:00+00:00,sensor-line-9-202605231900,zone-5,bus-1,1.006,65.99,50.0012,6.013,5.412,0.375,line-9,3.931,29.0,24.94,55.21,61.53,normal,normal
2026-05-23T19:00:00+00:00,sensor-line-10-202605231900,zone-5,bus-6,1.0072,91.89,49.9962,6.233,0.68,0.68,line-10,4.859,31.0,24.94,55.21,61.53,normal,normal
2026-05-23T20:00:00+00:00,sensor-line-1-202605232000,zone-1,bus-1,1.0072,57.27,49.9949,5.372,4.939,0.424,line-1,2.751,22.0,22.27,55.78,56.07,normal,normal
2026-05-23T20:00:00+00:00,sensor-line-2-202605232000,zone-1,bus-2,1.0072,79.32,49.981,5.679,0.334,0.334,line-2,4.916,24.0,22.27,55.78,56.07,normal,normal
2026-05-23T20:00:00+00:00,sensor-line-3-202605232000,zone-2,bus-3,1.0104,116.11,49.9829,7.077,0.745,0.745,line-3,6.408,26.0,22.27,55.78,56.07,normal,normal
2026-05-23T20:00:00+00:00,sensor-line-4-202605232000,zone-2,bus-4,1.0103,98.27,49.9641,6.74,0.478,0.478,line-4,5.498,28.0,22.27,55.78,56.07,normal,normal
2026-05-23T20:00:00+00:00,sensor-line-5-202605232000,zone-3,bus-5,1.0034,129.9,49.9845,7.841,0.266,0.266,line-5,6.655,30.0,22.27,55.78,56.07,normal,normal
2026-05-23T20:00:00+00:00,sensor-line-6-202605232000,zone-3,bus-6,1.01,114.68,49.9812,7.607,0.801,0.801,line-6,6.625,32.0,22.27,55.78,56.07,normal,normal
2026-05-23T20:00:00+00:00,sensor-line-7-202605232000,zone-4,bus-7,1.0093,42.75,49.9823,4.372,3.82,0.4,line-7,2.354,24.0,22.27,55.78,56.07,normal,normal
2026-05-23T20:00:00+00:00,sensor-line-8-202605232000,zone-4,bus-8,1.0089,63.46,49.9775,4.304,0.366,0.366,line-8,3.668,27.0,22.27,55.78,56.07,normal,normal
2026-05-23T20:00:00+00:00,sensor-line-9-202605232000,zone-5,bus-1,1.013,48.87,49.9718,5.087,4.448,0.219,line-9,2.534,29.0,22.27,55.78,56.07,normal,normal
2026-05-23T20:00:00+00:00,sensor-line-10-202605232000,zone-5,bus-6,1.0014,87.2,50.0036,5.59,0.702,0.702,line-10,4.49,31.0,22.27,55.78,56.07,normal,normal
2026-05-23T21:00:00+00:00,sensor-line-1-202605232100,zone-1,bus-1,1.0033,39.53,50.017,4.526,3.921,0.336,line-1,2.312,22.0,21.02,60.86,53.76,normal,normal
2026-05-23T21:00:00+00:00,sensor-line-2-202605232100,zone-1,bus-2,1.0065,72.59,49.9774,5.113,0.377,0.377,line-2,4.146,24.0,21.02,60.86,53.76,normal,normal
2026-05-23T21:00:00+00:00,sensor-line-3-202605232100,zone-2,bus-3,1.0042,79.86,50.011,6.007,0.784,0.784,line-3,4.795,26.0,21.02,60.86,53.76,normal,normal
2026-05-23T21:00:00+00:00,sensor-line-4-202605232100,zone-2,bus-4,1.0015,82.73,49.9831,5.646,0.439,0.439,line-4,4.945,28.0,21.02,60.86,53.76,normal,normal
2026-05-23T21:00:00+00:00,sensor-line-5-202605232100,zone-3,bus-5,1.0082,101.16,49.9741,6.671,0.507,0.507,line-5,5.626,30.0,21.02,60.86,53.76,normal,normal
2026-05-23T21:00:00+00:00,sensor-line-6-202605232100,zone-3,bus-6,1.0026,90.21,50.0066,6.559,0.869,0.869,line-6,5.33,32.0,21.02,60.86,53.76,normal,normal
2026-05-23T21:00:00+00:00,sensor-line-7-202605232100,zone-4,bus-7,1.0121,31.35,49.9942,3.696,3.333,0.374,line-7,1.844,24.0,21.02,60.86,53.76,normal,normal
2026-05-23T21:00:00+00:00,sensor-line-8-202605232100,zone-4,bus-8,1.0104,50.6,49.9797,3.829,0.398,0.398,line-8,3.366,27.0,21.02,60.86,53.76,normal,normal
2026-05-23T21:00:00+00:00,sensor-line-9-202605232100,zone-5,bus-1,1.0127,58.28,50.0109,4.844,4.353,0.403,line-9,3.015,29.0,21.02,60.86,53.76,normal,normal
2026-05-23T21:00:00+00:00,sensor-line-10-202605232100,zone-5,bus-6,1.0125,66.32,49.9948,4.845,0.785,0.785,line-10,3.491,31.0,21.02,60.86,53.76,normal,normal
2026-05-23T22:00:00+00:00,sensor-line-1-202605232200,zone-1,bus-1,0.9998,26.67,50.0033,3.699,3.49,0.323,line-1,1.509,22.0,20.28,69.16,48.13,normal,normal
2026-05-23T22:00:00+00:00,sensor-line-2-202605232200,zone-1,bus-2,1.0016,50.69,49.9863,4.102,0.361,0.361,line-2,3.231,24.0,20.28,69.16,48.13,normal,normal
2026-05-23T22:00:00+00:00,sensor-line-3-202605232200,zone-2,bus-3,1.0102,66.59,49.9746,4.803,0.81,0.81,line-3,4.032,26.0,20.28,69.16,48.13,normal,normal
2026-05-23T22:00:00+00:00,sensor-line-4-202605232200,zone-2,bus-4,1.0049,70.33,49.9937,4.719,0.322,0.322,line-4,3.903,28.0,20.28,69.16,48.13,normal,normal
2026-05-23T22:00:00+00:00,sensor-line-5-202605232200,zone-3,bus-5,1.0076,88.15,49.9858,6.231,0.315,0.315,line-5,5.535,30.0,20.28,69.16,48.13,normal,normal
2026-05-23T22:00:00+00:00,sensor-line-6-202605232200,zone-3,bus-6,1.0088,87.89,49.9847,5.504,0.897,0.897,line-6,4.628,32.0,20.28,69.16,48.13,normal,normal
2026-05-23T22:00:00+00:00,sensor-line-7-202605232200,zone-4,bus-7,0.9947,28.95,49.9904,3.054,2.576,0.182,line-7,1.198,24.0,20.28,69.16,48.13,normal,normal
2026-05-23T22:00:00+00:00,sensor-line-8-202605232200,zone-4,bus-8,1.0139,44.01,49.9919,3.219,0.196,0.196,line-8,2.499,27.0,20.28,69.16,48.13,normal,normal
2026-05-23T22:00:00+00:00,sensor-line-9-202605232200,zone-5,bus-1,1.0104,45.38,49.9835,3.913,3.651,0.313,line-9,2.419,29.0,20.28,69.16,48.13,normal,normal
